Start,Meter, kwh
"3/13/2024 12:00:00 AM","Meter #80354166","0.39"
"3/13/2024 12:00:00 AM","Meter #80354166g","0.00"
"3/13/2024 1:00:00 AM","Meter #80354166","0.22"
"3/13/2024 1:00:00 AM","Meter #80354166g","0.00"
"3/13/2024 2:00:00 AM","Meter #80354166","0.21"
"3/13/2024 2:00:00 AM","Meter #80354166g","0.00"
"3/13/2024 3:00:00 AM","Meter #80354166","0.34"
"3/13/2024 3:00:00 AM","Meter #80354166g","0.00"
"3/13/2024 4:00:00 AM","Meter #80354166","0.41"
"3/13/2024 4:00:00 AM","Meter #80354166g","0.00"
"3/13/2024 5:00:00 AM","Meter #80354166","0.32"
"3/13/2024 5:00:00 AM","Meter #80354166g","0.00"
"3/13/2024 6:00:00 AM","Meter #80354166","0.36"
"3/13/2024 6:00:00 AM","Meter #80354166g","0.00"
"3/13/2024 7:00:00 AM","Meter #80354166","0.23"
"3/13/2024 7:00:00 AM","Meter #80354166g","-0.01"
"3/13/2024 8:00:00 AM","Meter #80354166","0.05"
"3/13/2024 8:00:00 AM","Meter #80354166g","-0.08"
"3/13/2024 9:00:00 AM","Meter #80354166","0.00"
"3/13/2024 9:00:00 AM","Meter #80354166g","-0.42"
"3/13/2024 10:00:00 AM","Meter #80354166","0.00"
"3/13/2024 10:00:00 AM","Meter #80354166g","-1.26"
"3/13/2024 11:00:00 AM","Meter #80354166","0.00"
"3/13/2024 11:00:00 AM","Meter #80354166g","-3.07"
"3/13/2024 12:00:00 PM","Meter #80354166","0.00"
"3/13/2024 12:00:00 PM","Meter #80354166g","-3.33"
"3/13/2024 1:00:00 PM","Meter #80354166","0.00"
"3/13/2024 1:00:00 PM","Meter #80354166g","-2.75"
"3/13/2024 2:00:00 PM","Meter #80354166","0.00"
"3/13/2024 2:00:00 PM","Meter #80354166g","-1.82"
"3/13/2024 3:00:00 PM","Meter #80354166","0.00"
"3/13/2024 3:00:00 PM","Meter #80354166g","-0.89"
"3/13/2024 4:00:00 PM","Meter #80354166","0.00"
"3/13/2024 4:00:00 PM","Meter #80354166g","-0.27"
"3/13/2024 5:00:00 PM","Meter #80354166","0.08"
"3/13/2024 5:00:00 PM","Meter #80354166g","-0.02"
"3/13/2024 6:00:00 PM","Meter #80354166","0.24"
"3/13/2024 6:00:00 PM","Meter #80354166g","0.00"
"3/13/2024 7:00:00 PM","Meter #80354166","0.27"
"3/13/2024 7:00:00 PM","Meter #80354166g","0.00"
"3/13/2024 8:00:00 PM","Meter #80354166","0.23"
"3/13/2024 8:00:00 PM","Meter #80354166g","0.00"
"3/13/2024 9:00:00 PM","Meter #80354166","0.21"
"3/13/2024 9:00:00 PM","Meter #80354166g","0.00"
"3/13/2024 10:00:00 PM","Meter #80354166","0.39"
"3/13/2024 10:00:00 PM","Meter #80354166g","0.00"
"3/13/2024 11:00:00 PM","Meter #80354166","0.39"
"3/13/2024 11:00:00 PM","Meter #80354166g","0.00"
"3/14/2024 12:00:00 AM","Meter #80354166","0.24"
"3/14/2024 12:00:00 AM","Meter #80354166g","0.00"
"3/14/2024 1:00:00 AM","Meter #80354166","0.26"
"3/14/2024 1:00:00 AM","Meter #80354166g","0.00"
"3/14/2024 2:00:00 AM","Meter #80354166","0.24"
"3/14/2024 2:00:00 AM","Meter #80354166g","0.00"
"3/14/2024 3:00:00 AM","Meter #80354166","0.40"
"3/14/2024 3:00:00 AM","Meter #80354166g","0.00"
"3/14/2024 4:00:00 AM","Meter #80354166","0.38"
"3/14/2024 4:00:00 AM","Meter #80354166g","0.00"
"3/14/2024 5:00:00 AM","Meter #80354166","0.28"
"3/14/2024 5:00:00 AM","Meter #80354166g","0.00"
"3/14/2024 6:00:00 AM","Meter #80354166","0.23"
"3/14/2024 6:00:00 AM","Meter #80354166g","0.00"
"3/14/2024 7:00:00 AM","Meter #80354166","0.17"
"3/14/2024 7:00:00 AM","Meter #80354166g","-0.01"
"3/14/2024 8:00:00 AM","Meter #80354166","0.07"
"3/14/2024 8:00:00 AM","Meter #80354166g","-0.07"
"3/14/2024 9:00:00 AM","Meter #80354166","0.00"
"3/14/2024 9:00:00 AM","Meter #80354166g","-0.35"
"3/14/2024 10:00:00 AM","Meter #80354166","0.00"
"3/14/2024 10:00:00 AM","Meter #80354166g","-1.41"
"3/14/2024 11:00:00 AM","Meter #80354166","0.00"
"3/14/2024 11:00:00 AM","Meter #80354166g","-3.51"
"3/14/2024 12:00:00 PM","Meter #80354166","0.00"
"3/14/2024 12:00:00 PM","Meter #80354166g","-3.48"
"3/14/2024 1:00:00 PM","Meter #80354166","0.00"
"3/14/2024 1:00:00 PM","Meter #80354166g","-2.91"
"3/14/2024 2:00:00 PM","Meter #80354166","0.00"
"3/14/2024 2:00:00 PM","Meter #80354166g","-1.79"
"3/14/2024 3:00:00 PM","Meter #80354166","0.00"
"3/14/2024 3:00:00 PM","Meter #80354166g","-0.96"
"3/14/2024 4:00:00 PM","Meter #80354166","0.00"
"3/14/2024 4:00:00 PM","Meter #80354166g","-0.32"
"3/14/2024 5:00:00 PM","Meter #80354166","0.07"
"3/14/2024 5:00:00 PM","Meter #80354166g","-0.02"
"3/14/2024 6:00:00 PM","Meter #80354166","0.28"
"3/14/2024 6:00:00 PM","Meter #80354166g","0.00"
"3/14/2024 7:00:00 PM","Meter #80354166","0.25"
"3/14/2024 7:00:00 PM","Meter #80354166g","0.00"
"3/14/2024 8:00:00 PM","Meter #80354166","0.25"
"3/14/2024 8:00:00 PM","Meter #80354166g","0.00"
"3/14/2024 9:00:00 PM","Meter #80354166","0.30"
"3/14/2024 9:00:00 PM","Meter #80354166g","0.00"
"3/14/2024 10:00:00 PM","Meter #80354166","0.25"
"3/14/2024 10:00:00 PM","Meter #80354166g","0.00"
"3/14/2024 11:00:00 PM","Meter #80354166","0.22"
"3/14/2024 11:00:00 PM","Meter #80354166g","0.00"
"3/15/2024 12:00:00 AM","Meter #80354166","0.27"
"3/15/2024 12:00:00 AM","Meter #80354166g","0.00"
"3/15/2024 1:00:00 AM","Meter #80354166","0.22"
"3/15/2024 1:00:00 AM","Meter #80354166g","0.00"
"3/15/2024 2:00:00 AM","Meter #80354166","0.23"
"3/15/2024 2:00:00 AM","Meter #80354166g","0.00"
"3/15/2024 3:00:00 AM","Meter #80354166","0.41"
"3/15/2024 3:00:00 AM","Meter #80354166g","0.00"
"3/15/2024 4:00:00 AM","Meter #80354166","0.33"
"3/15/2024 4:00:00 AM","Meter #80354166g","0.00"
"3/15/2024 5:00:00 AM","Meter #80354166","0.24"
"3/15/2024 5:00:00 AM","Meter #80354166g","0.00"
"3/15/2024 6:00:00 AM","Meter #80354166","0.24"
"3/15/2024 6:00:00 AM","Meter #80354166g","0.00"
"3/15/2024 7:00:00 AM","Meter #80354166","0.23"
"3/15/2024 7:00:00 AM","Meter #80354166g","-0.00"
"3/15/2024 8:00:00 AM","Meter #80354166","0.05"
"3/15/2024 8:00:00 AM","Meter #80354166g","-0.09"
"3/15/2024 9:00:00 AM","Meter #80354166","0.00"
"3/15/2024 9:00:00 AM","Meter #80354166g","-0.48"
"3/15/2024 10:00:00 AM","Meter #80354166","0.00"
"3/15/2024 10:00:00 AM","Meter #80354166g","-0.46"
"3/15/2024 11:00:00 AM","Meter #80354166","0.00"
"3/15/2024 11:00:00 AM","Meter #80354166g","-1.21"
"3/15/2024 12:00:00 PM","Meter #80354166","0.00"
"3/15/2024 12:00:00 PM","Meter #80354166g","-2.43"
"3/15/2024 1:00:00 PM","Meter #80354166","0.00"
"3/15/2024 1:00:00 PM","Meter #80354166g","-1.63"
"3/15/2024 2:00:00 PM","Meter #80354166","0.00"
"3/15/2024 2:00:00 PM","Meter #80354166g","-1.41"
"3/15/2024 3:00:00 PM","Meter #80354166","0.00"
"3/15/2024 3:00:00 PM","Meter #80354166g","-0.62"
"3/15/2024 4:00:00 PM","Meter #80354166","0.01"
"3/15/2024 4:00:00 PM","Meter #80354166g","-0.24"
"3/15/2024 5:00:00 PM","Meter #80354166","0.01"
"3/15/2024 5:00:00 PM","Meter #80354166g","-0.18"
"3/15/2024 6:00:00 PM","Meter #80354166","0.23"
"3/15/2024 6:00:00 PM","Meter #80354166g","0.00"
"3/15/2024 7:00:00 PM","Meter #80354166","0.29"
"3/15/2024 7:00:00 PM","Meter #80354166g","0.00"
"3/15/2024 8:00:00 PM","Meter #80354166","0.26"
"3/15/2024 8:00:00 PM","Meter #80354166g","0.00"
"3/15/2024 9:00:00 PM","Meter #80354166","0.23"
"3/15/2024 9:00:00 PM","Meter #80354166g","0.00"
"3/15/2024 10:00:00 PM","Meter #80354166","0.27"
"3/15/2024 10:00:00 PM","Meter #80354166g","0.00"
"3/15/2024 11:00:00 PM","Meter #80354166","0.26"
"3/15/2024 11:00:00 PM","Meter #80354166g","0.00"
"3/16/2024 12:00:00 AM","Meter #80354166","0.20"
"3/16/2024 12:00:00 AM","Meter #80354166g","0.00"
"3/16/2024 1:00:00 AM","Meter #80354166","0.32"
"3/16/2024 1:00:00 AM","Meter #80354166g","0.00"
"3/16/2024 2:00:00 AM","Meter #80354166","0.38"
"3/16/2024 2:00:00 AM","Meter #80354166g","0.00"
"3/16/2024 3:00:00 AM","Meter #80354166","0.22"
"3/16/2024 3:00:00 AM","Meter #80354166g","0.00"
"3/16/2024 4:00:00 AM","Meter #80354166","0.20"
"3/16/2024 4:00:00 AM","Meter #80354166g","0.00"
"3/16/2024 5:00:00 AM","Meter #80354166","0.44"
"3/16/2024 5:00:00 AM","Meter #80354166g","0.00"
"3/16/2024 6:00:00 AM","Meter #80354166","0.39"
"3/16/2024 6:00:00 AM","Meter #80354166g","0.00"
"3/16/2024 7:00:00 AM","Meter #80354166","0.15"
"3/16/2024 7:00:00 AM","Meter #80354166g","-0.02"
"3/16/2024 8:00:00 AM","Meter #80354166","0.02"
"3/16/2024 8:00:00 AM","Meter #80354166g","-0.09"
"3/16/2024 9:00:00 AM","Meter #80354166","0.01"
"3/16/2024 9:00:00 AM","Meter #80354166g","-0.23"
"3/16/2024 10:00:00 AM","Meter #80354166","0.00"
"3/16/2024 10:00:00 AM","Meter #80354166g","-1.57"
"3/16/2024 11:00:00 AM","Meter #80354166","0.00"
"3/16/2024 11:00:00 AM","Meter #80354166g","-3.21"
"3/16/2024 12:00:00 PM","Meter #80354166","0.00"
"3/16/2024 12:00:00 PM","Meter #80354166g","-2.27"
"3/16/2024 1:00:00 PM","Meter #80354166","0.00"
"3/16/2024 1:00:00 PM","Meter #80354166g","-2.36"
"3/16/2024 2:00:00 PM","Meter #80354166","0.00"
"3/16/2024 2:00:00 PM","Meter #80354166g","-0.73"
"3/16/2024 3:00:00 PM","Meter #80354166","0.00"
"3/16/2024 3:00:00 PM","Meter #80354166g","-0.86"
"3/16/2024 4:00:00 PM","Meter #80354166","0.01"
"3/16/2024 4:00:00 PM","Meter #80354166g","-0.35"
"3/16/2024 5:00:00 PM","Meter #80354166","0.07"
"3/16/2024 5:00:00 PM","Meter #80354166g","-0.01"
"3/16/2024 6:00:00 PM","Meter #80354166","0.23"
"3/16/2024 6:00:00 PM","Meter #80354166g","0.00"
"3/16/2024 7:00:00 PM","Meter #80354166","0.24"
"3/16/2024 7:00:00 PM","Meter #80354166g","0.00"
"3/16/2024 8:00:00 PM","Meter #80354166","0.24"
"3/16/2024 8:00:00 PM","Meter #80354166g","0.00"
"3/16/2024 9:00:00 PM","Meter #80354166","0.25"
"3/16/2024 9:00:00 PM","Meter #80354166g","0.00"
"3/16/2024 10:00:00 PM","Meter #80354166","0.36"
"3/16/2024 10:00:00 PM","Meter #80354166g","0.00"
"3/16/2024 11:00:00 PM","Meter #80354166","0.38"
"3/16/2024 11:00:00 PM","Meter #80354166g","0.00"
"3/17/2024 12:00:00 AM","Meter #80354166","0.24"
"3/17/2024 12:00:00 AM","Meter #80354166g","0.00"
"3/17/2024 1:00:00 AM","Meter #80354166","0.27"
"3/17/2024 1:00:00 AM","Meter #80354166g","0.00"
"3/17/2024 2:00:00 AM","Meter #80354166","0.21"
"3/17/2024 2:00:00 AM","Meter #80354166g","0.00"
"3/17/2024 3:00:00 AM","Meter #80354166","0.36"
"3/17/2024 3:00:00 AM","Meter #80354166g","0.00"
"3/17/2024 4:00:00 AM","Meter #80354166","0.39"
"3/17/2024 4:00:00 AM","Meter #80354166g","0.00"
"3/17/2024 5:00:00 AM","Meter #80354166","0.24"
"3/17/2024 5:00:00 AM","Meter #80354166g","0.00"
"3/17/2024 6:00:00 AM","Meter #80354166","0.23"
"3/17/2024 6:00:00 AM","Meter #80354166g","0.00"
"3/17/2024 7:00:00 AM","Meter #80354166","1.16"
"3/17/2024 7:00:00 AM","Meter #80354166g","0.00"
"3/17/2024 8:00:00 AM","Meter #80354166","1.05"
"3/17/2024 8:00:00 AM","Meter #80354166g","0.00"
"3/17/2024 9:00:00 AM","Meter #80354166","1.36"
"3/17/2024 9:00:00 AM","Meter #80354166g","-0.11"
"3/17/2024 10:00:00 AM","Meter #80354166","2.58"
"3/17/2024 10:00:00 AM","Meter #80354166g","-0.24"
"3/17/2024 11:00:00 AM","Meter #80354166","0.64"
"3/17/2024 11:00:00 AM","Meter #80354166g","-1.95"
"3/17/2024 12:00:00 PM","Meter #80354166","0.00"
"3/17/2024 12:00:00 PM","Meter #80354166g","-3.40"
"3/17/2024 1:00:00 PM","Meter #80354166","0.56"
"3/17/2024 1:00:00 PM","Meter #80354166g","-1.86"
"3/17/2024 2:00:00 PM","Meter #80354166","0.00"
"3/17/2024 2:00:00 PM","Meter #80354166g","-1.47"
"3/17/2024 3:00:00 PM","Meter #80354166","0.00"
"3/17/2024 3:00:00 PM","Meter #80354166g","-0.73"
"3/17/2024 4:00:00 PM","Meter #80354166","0.09"
"3/17/2024 4:00:00 PM","Meter #80354166g","-0.15"
"3/17/2024 5:00:00 PM","Meter #80354166","1.09"
"3/17/2024 5:00:00 PM","Meter #80354166g","0.00"
"3/17/2024 6:00:00 PM","Meter #80354166","3.47"
"3/17/2024 6:00:00 PM","Meter #80354166g","0.00"
"3/17/2024 7:00:00 PM","Meter #80354166","2.29"
"3/17/2024 7:00:00 PM","Meter #80354166g","0.00"
"3/17/2024 8:00:00 PM","Meter #80354166","3.05"
"3/17/2024 8:00:00 PM","Meter #80354166g","0.00"
"3/17/2024 9:00:00 PM","Meter #80354166","3.15"
"3/17/2024 9:00:00 PM","Meter #80354166g","0.00"
"3/17/2024 10:00:00 PM","Meter #80354166","1.15"
"3/17/2024 10:00:00 PM","Meter #80354166g","0.00"
"3/17/2024 11:00:00 PM","Meter #80354166","0.89"
"3/17/2024 11:00:00 PM","Meter #80354166g","0.00"
"3/18/2024 12:00:00 AM","Meter #80354166","1.86"
"3/18/2024 12:00:00 AM","Meter #80354166g","0.00"
"3/18/2024 1:00:00 AM","Meter #80354166","0.85"
"3/18/2024 1:00:00 AM","Meter #80354166g","0.00"
"3/18/2024 2:00:00 AM","Meter #80354166","0.42"
"3/18/2024 2:00:00 AM","Meter #80354166g","0.00"
"3/18/2024 3:00:00 AM","Meter #80354166","0.28"
"3/18/2024 3:00:00 AM","Meter #80354166g","0.00"
"3/18/2024 4:00:00 AM","Meter #80354166","0.35"
"3/18/2024 4:00:00 AM","Meter #80354166g","0.00"
"3/18/2024 5:00:00 AM","Meter #80354166","0.45"
"3/18/2024 5:00:00 AM","Meter #80354166g","0.00"
"3/18/2024 6:00:00 AM","Meter #80354166","0.27"
"3/18/2024 6:00:00 AM","Meter #80354166g","0.00"
"3/18/2024 7:00:00 AM","Meter #80354166","0.25"
"3/18/2024 7:00:00 AM","Meter #80354166g","0.00"
"3/18/2024 8:00:00 AM","Meter #80354166","0.03"
"3/18/2024 8:00:00 AM","Meter #80354166g","-0.26"
"3/18/2024 9:00:00 AM","Meter #80354166","0.00"
"3/18/2024 9:00:00 AM","Meter #80354166g","-0.50"
"3/18/2024 10:00:00 AM","Meter #80354166","0.13"
"3/18/2024 10:00:00 AM","Meter #80354166g","-1.27"
"3/18/2024 11:00:00 AM","Meter #80354166","0.00"
"3/18/2024 11:00:00 AM","Meter #80354166g","-3.81"
"3/18/2024 12:00:00 PM","Meter #80354166","0.00"
"3/18/2024 12:00:00 PM","Meter #80354166g","-2.95"
"3/18/2024 1:00:00 PM","Meter #80354166","0.00"
"3/18/2024 1:00:00 PM","Meter #80354166g","-2.81"
"3/18/2024 2:00:00 PM","Meter #80354166","0.00"
"3/18/2024 2:00:00 PM","Meter #80354166g","-2.20"
"3/18/2024 3:00:00 PM","Meter #80354166","0.00"
"3/18/2024 3:00:00 PM","Meter #80354166g","-1.00"
"3/18/2024 4:00:00 PM","Meter #80354166","0.06"
"3/18/2024 4:00:00 PM","Meter #80354166g","-0.30"
"3/18/2024 5:00:00 PM","Meter #80354166","0.21"
"3/18/2024 5:00:00 PM","Meter #80354166g","0.00"
"3/18/2024 6:00:00 PM","Meter #80354166","0.64"
"3/18/2024 6:00:00 PM","Meter #80354166g","0.00"
"3/18/2024 7:00:00 PM","Meter #80354166","4.89"
"3/18/2024 7:00:00 PM","Meter #80354166g","0.00"
"3/18/2024 8:00:00 PM","Meter #80354166","2.21"
"3/18/2024 8:00:00 PM","Meter #80354166g","0.00"
"3/18/2024 9:00:00 PM","Meter #80354166","2.78"
"3/18/2024 9:00:00 PM","Meter #80354166g","0.00"
"3/18/2024 10:00:00 PM","Meter #80354166","6.90"
"3/18/2024 10:00:00 PM","Meter #80354166g","0.00"
"3/18/2024 11:00:00 PM","Meter #80354166","4.96"
"3/18/2024 11:00:00 PM","Meter #80354166g","0.00"
"3/19/2024 12:00:00 AM","Meter #80354166","3.15"
"3/19/2024 12:00:00 AM","Meter #80354166g","0.00"
"3/19/2024 1:00:00 AM","Meter #80354166","1.05"
"3/19/2024 1:00:00 AM","Meter #80354166g","0.00"
"3/19/2024 2:00:00 AM","Meter #80354166","1.95"
"3/19/2024 2:00:00 AM","Meter #80354166g","0.00"
"3/19/2024 3:00:00 AM","Meter #80354166","1.80"
"3/19/2024 3:00:00 AM","Meter #80354166g","0.00"
"3/19/2024 4:00:00 AM","Meter #80354166","1.88"
"3/19/2024 4:00:00 AM","Meter #80354166g","0.00"
"3/19/2024 5:00:00 AM","Meter #80354166","0.47"
"3/19/2024 5:00:00 AM","Meter #80354166g","0.00"
"3/19/2024 6:00:00 AM","Meter #80354166","1.31"
"3/19/2024 6:00:00 AM","Meter #80354166g","0.00"
"3/19/2024 7:00:00 AM","Meter #80354166","2.62"
"3/19/2024 7:00:00 AM","Meter #80354166g","0.00"
"3/19/2024 8:00:00 AM","Meter #80354166","2.54"
"3/19/2024 8:00:00 AM","Meter #80354166g","0.00"
"3/19/2024 9:00:00 AM","Meter #80354166","0.82"
"3/19/2024 9:00:00 AM","Meter #80354166g","-0.08"
"3/19/2024 10:00:00 AM","Meter #80354166","0.14"
"3/19/2024 10:00:00 AM","Meter #80354166g","-1.28"
"3/19/2024 11:00:00 AM","Meter #80354166","0.00"
"3/19/2024 11:00:00 AM","Meter #80354166g","-3.58"
"3/19/2024 12:00:00 PM","Meter #80354166","0.10"
"3/19/2024 12:00:00 PM","Meter #80354166g","-2.67"
"3/19/2024 1:00:00 PM","Meter #80354166","0.00"
"3/19/2024 1:00:00 PM","Meter #80354166g","-2.34"
"3/19/2024 2:00:00 PM","Meter #80354166","0.00"
"3/19/2024 2:00:00 PM","Meter #80354166g","-1.69"
"3/19/2024 3:00:00 PM","Meter #80354166","0.00"
"3/19/2024 3:00:00 PM","Meter #80354166g","-1.14"
"3/19/2024 4:00:00 PM","Meter #80354166","0.06"
"3/19/2024 4:00:00 PM","Meter #80354166g","-0.35"
"3/19/2024 5:00:00 PM","Meter #80354166","1.84"
"3/19/2024 5:00:00 PM","Meter #80354166g","0.00"
"3/19/2024 6:00:00 PM","Meter #80354166","1.57"
"3/19/2024 6:00:00 PM","Meter #80354166g","0.00"
"3/19/2024 7:00:00 PM","Meter #80354166","2.26"
"3/19/2024 7:00:00 PM","Meter #80354166g","0.00"
"3/19/2024 8:00:00 PM","Meter #80354166","3.49"
"3/19/2024 8:00:00 PM","Meter #80354166g","0.00"
"3/19/2024 9:00:00 PM","Meter #80354166","5.21"
"3/19/2024 9:00:00 PM","Meter #80354166g","0.00"
"3/19/2024 10:00:00 PM","Meter #80354166","2.66"
"3/19/2024 10:00:00 PM","Meter #80354166g","0.00"
"3/19/2024 11:00:00 PM","Meter #80354166","3.38"
"3/19/2024 11:00:00 PM","Meter #80354166g","0.00"
"3/20/2024 12:00:00 AM","Meter #80354166","3.30"
"3/20/2024 12:00:00 AM","Meter #80354166g","0.00"
"3/20/2024 1:00:00 AM","Meter #80354166","2.09"
"3/20/2024 1:00:00 AM","Meter #80354166g","0.00"
"3/20/2024 2:00:00 AM","Meter #80354166","1.60"
"3/20/2024 2:00:00 AM","Meter #80354166g","0.00"
"3/20/2024 3:00:00 AM","Meter #80354166","1.79"
"3/20/2024 3:00:00 AM","Meter #80354166g","0.00"
"3/20/2024 4:00:00 AM","Meter #80354166","1.06"
"3/20/2024 4:00:00 AM","Meter #80354166g","0.00"
"3/20/2024 5:00:00 AM","Meter #80354166","0.45"
"3/20/2024 5:00:00 AM","Meter #80354166g","0.00"
"3/20/2024 6:00:00 AM","Meter #80354166","1.70"
"3/20/2024 6:00:00 AM","Meter #80354166g","0.00"
"3/20/2024 7:00:00 AM","Meter #80354166","1.58"
"3/20/2024 7:00:00 AM","Meter #80354166g","0.00"
"3/20/2024 8:00:00 AM","Meter #80354166","0.32"
"3/20/2024 8:00:00 AM","Meter #80354166g","-0.03"
"3/20/2024 9:00:00 AM","Meter #80354166","0.11"
"3/20/2024 9:00:00 AM","Meter #80354166g","-0.43"
"3/20/2024 10:00:00 AM","Meter #80354166","0.04"
"3/20/2024 10:00:00 AM","Meter #80354166g","-1.08"
"3/20/2024 11:00:00 AM","Meter #80354166","0.08"
"3/20/2024 11:00:00 AM","Meter #80354166g","-0.63"
"3/20/2024 12:00:00 PM","Meter #80354166","0.35"
"3/20/2024 12:00:00 PM","Meter #80354166g","-0.31"
"3/20/2024 1:00:00 PM","Meter #80354166","0.23"
"3/20/2024 1:00:00 PM","Meter #80354166g","-0.44"
"3/20/2024 2:00:00 PM","Meter #80354166","1.08"
"3/20/2024 2:00:00 PM","Meter #80354166g","-0.05"
"3/20/2024 3:00:00 PM","Meter #80354166","0.13"
"3/20/2024 3:00:00 PM","Meter #80354166g","-0.18"
"3/20/2024 4:00:00 PM","Meter #80354166","0.69"
"3/20/2024 4:00:00 PM","Meter #80354166g","-0.01"
"3/20/2024 5:00:00 PM","Meter #80354166","1.69"
"3/20/2024 5:00:00 PM","Meter #80354166g","0.00"
"3/20/2024 6:00:00 PM","Meter #80354166","1.52"
"3/20/2024 6:00:00 PM","Meter #80354166g","0.00"
"3/20/2024 7:00:00 PM","Meter #80354166","2.14"
"3/20/2024 7:00:00 PM","Meter #80354166g","0.00"
"3/20/2024 8:00:00 PM","Meter #80354166","2.46"
"3/20/2024 8:00:00 PM","Meter #80354166g","0.00"
"3/20/2024 9:00:00 PM","Meter #80354166","2.23"
"3/20/2024 9:00:00 PM","Meter #80354166g","0.00"
"3/20/2024 10:00:00 PM","Meter #80354166","3.19"
"3/20/2024 10:00:00 PM","Meter #80354166g","0.00"
"3/20/2024 11:00:00 PM","Meter #80354166","3.85"
"3/20/2024 11:00:00 PM","Meter #80354166g","0.00"
"3/21/2024 12:00:00 AM","Meter #80354166","5.20"
"3/21/2024 12:00:00 AM","Meter #80354166g","0.00"
"3/21/2024 1:00:00 AM","Meter #80354166","3.70"
"3/21/2024 1:00:00 AM","Meter #80354166g","0.00"
"3/21/2024 2:00:00 AM","Meter #80354166","3.47"
"3/21/2024 2:00:00 AM","Meter #80354166g","0.00"
"3/21/2024 3:00:00 AM","Meter #80354166","2.28"
"3/21/2024 3:00:00 AM","Meter #80354166g","0.00"
"3/21/2024 4:00:00 AM","Meter #80354166","1.59"
"3/21/2024 4:00:00 AM","Meter #80354166g","0.00"
"3/21/2024 5:00:00 AM","Meter #80354166","0.72"
"3/21/2024 5:00:00 AM","Meter #80354166g","0.00"
"3/21/2024 6:00:00 AM","Meter #80354166","1.81"
"3/21/2024 6:00:00 AM","Meter #80354166g","0.00"
"3/21/2024 7:00:00 AM","Meter #80354166","1.56"
"3/21/2024 7:00:00 AM","Meter #80354166g","0.00"
"3/21/2024 8:00:00 AM","Meter #80354166","2.31"
"3/21/2024 8:00:00 AM","Meter #80354166g","0.00"
"3/21/2024 9:00:00 AM","Meter #80354166","1.19"
"3/21/2024 9:00:00 AM","Meter #80354166g","0.00"
"3/21/2024 10:00:00 AM","Meter #80354166","0.24"
"3/21/2024 10:00:00 AM","Meter #80354166g","-1.37"
"3/21/2024 11:00:00 AM","Meter #80354166","0.00"
"3/21/2024 11:00:00 AM","Meter #80354166g","-3.41"
"3/21/2024 12:00:00 PM","Meter #80354166","2.75"
"3/21/2024 12:00:00 PM","Meter #80354166g","-0.75"
"3/21/2024 1:00:00 PM","Meter #80354166","0.54"
"3/21/2024 1:00:00 PM","Meter #80354166g","-0.76"
"3/21/2024 2:00:00 PM","Meter #80354166","1.35"
"3/21/2024 2:00:00 PM","Meter #80354166g","-0.03"
"3/21/2024 3:00:00 PM","Meter #80354166","2.10"
"3/21/2024 3:00:00 PM","Meter #80354166g","0.00"
"3/21/2024 4:00:00 PM","Meter #80354166","1.33"
"3/21/2024 4:00:00 PM","Meter #80354166g","0.00"
"3/21/2024 5:00:00 PM","Meter #80354166","1.53"
"3/21/2024 5:00:00 PM","Meter #80354166g","0.00"
"3/21/2024 6:00:00 PM","Meter #80354166","1.83"
"3/21/2024 6:00:00 PM","Meter #80354166g","0.00"
"3/21/2024 7:00:00 PM","Meter #80354166","2.45"
"3/21/2024 7:00:00 PM","Meter #80354166g","0.00"
"3/21/2024 8:00:00 PM","Meter #80354166","2.65"
"3/21/2024 8:00:00 PM","Meter #80354166g","0.00"
"3/21/2024 9:00:00 PM","Meter #80354166","2.15"
"3/21/2024 9:00:00 PM","Meter #80354166g","0.00"
"3/21/2024 10:00:00 PM","Meter #80354166","1.81"
"3/21/2024 10:00:00 PM","Meter #80354166g","0.00"
"3/21/2024 11:00:00 PM","Meter #80354166","5.16"
"3/21/2024 11:00:00 PM","Meter #80354166g","0.00"
"3/22/2024 12:00:00 AM","Meter #80354166","5.51"
"3/22/2024 12:00:00 AM","Meter #80354166g","0.00"
"3/22/2024 1:00:00 AM","Meter #80354166","4.12"
"3/22/2024 1:00:00 AM","Meter #80354166g","0.00"
"3/22/2024 2:00:00 AM","Meter #80354166","2.81"
"3/22/2024 2:00:00 AM","Meter #80354166g","0.00"
"3/22/2024 3:00:00 AM","Meter #80354166","1.84"
"3/22/2024 3:00:00 AM","Meter #80354166g","0.00"
"3/22/2024 4:00:00 AM","Meter #80354166","1.91"
"3/22/2024 4:00:00 AM","Meter #80354166g","0.00"
"3/22/2024 5:00:00 AM","Meter #80354166","1.91"
"3/22/2024 5:00:00 AM","Meter #80354166g","0.00"
"3/22/2024 6:00:00 AM","Meter #80354166","1.79"
"3/22/2024 6:00:00 AM","Meter #80354166g","0.00"
"3/22/2024 7:00:00 AM","Meter #80354166","0.85"
"3/22/2024 7:00:00 AM","Meter #80354166g","0.00"
"3/22/2024 8:00:00 AM","Meter #80354166","3.19"
"3/22/2024 8:00:00 AM","Meter #80354166g","0.00"
"3/22/2024 9:00:00 AM","Meter #80354166","0.72"
"3/22/2024 9:00:00 AM","Meter #80354166g","-0.12"
"3/22/2024 10:00:00 AM","Meter #80354166","0.12"
"3/22/2024 10:00:00 AM","Meter #80354166g","-1.29"
"3/22/2024 11:00:00 AM","Meter #80354166","0.00"
